"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"33618338",540034.3,415873.6,538840.8,413281.9,"Grenade",1187,"Explosives","Normal","Normal",2853.30530087472
"14607493",543449.7,252991.3,543407.3,253434.1,"S12K",359,"Shotgun","Normal","Normal",444.825358989354
"4922268",572454.1,419359.6,577925.8,416175.9,"Kar98k",1223,"Sniper","Normal","Normal",6330.51708630507
"22584029",310470.2,374176.6,310774,378484.8,"M416",1410,"Rifle","Normal","Normal",4318.89820208813
"16853218",364846.9,395206.2,364650.6,394974,"M16A4",115,"Rifle","Normal","Normal",304.056787459224
"11023805",497959.2,281028.3,502365,284769.5,"M416",1268,"Rifle","Normal","Normal",5779.93521416979
"18385176",329104,394287.6,330303.8,392368,"UMP9",1432,"Sub Machine Gun","Normal","Normal",2263.71027298104
"23952030",218662.7,563945.8,218373.2,564612.4,"UMP9",211,"Sub Machine Gun","Elevated","Elevated",726.750170278596
"20151248",389773.9,289441.2,389634.2,287594.8,"M16A4",329,"Rifle","Normal","Normal",1851.67736120526
"7236009",431301.6,628752.7,431357,628763.1,"Punch",116,"Melee","Normal","Normal",56.3677212596275
"4973650",336764.6,547909,344557.2,558013.6,"M16A4",778,"Rifle","Normal","Normal",12760.3901162935
"9598730",171556.9,629532.4,172586.9,631388.7,"UMP9",207,"Sub Machine Gun","Normal","Normal",2122.91066462999
"28757088",663470.1,318666.9,666011.2,318814.4,"SCAR-L",488,"Rifle","Normal","Normal",2545.37727262579
"10884353",548525.9,424019.3,548853,423746.6,"M416",1395,"Rifle","Normal","Normal",425.863475775971
"1378837",222482.8,353303.4,223437.7,353726.9,"AKM",1688,"Rifle","Normal","Normal",1044.59861190796
"18284601",482334.3,652357.8,482334.3,652357.8,"Grenade",292,"Explosives","Elevated","Elevated",0
"29327455",418572.4,329476.1,418429.3,328901.8,"P1911",293,"Pistol","Normal","Normal",591.859865170799
"18584193",347491.2,453242.4,345388.1,452092.2,"M416",1763,"Rifle","Normal","Normal",2397.07940001999
"19463866",188934.6,523995.8,188575.2,524273.9,"P92",290,"Pistol","Elevated","Elevated",454.431479983523
"20735427",163395.1,277207.6,163581.1,277291.1,"SCAR-L",220,"Rifle","Normal","Normal",203.882932095848
"39006130",386762.1,672169.3,387061.5,671792.9,"Hit by Car",1103,"Vehicles","Normal","Normal",480.954592451337
"34859588",165397,602586.4,165440.2,602518.7,"Punch",466,"Melee","Normal","Normal",80.3089658756136
"2759826",438987.2,428158.9,438538.9,428281,"Tommy Gun",1487,"Sub Machine Gun","Normal","Normal",464.630283128407
"26765064",490444.8,450348.7,490706.6,450547.3,"UMP9",750,"Sub Machine Gun","Normal","Normal",328.604929969081
"18149652",368982.7,398824.4,368226.2,397772.3,"S12K",522,"Shotgun","Normal","Normal",1295.84206599418
"4065170",553411,126862.9,553976.8,127022.2,"AKM",221,"Rifle","Normal","Normal",587.797694789673
"4611801",364841.7,398044.1,364847.4,398159.4,"AKM",491,"Rifle","Normal","Normal",115.440807343031
"35360427",517285.5,447142.3,530776.1,444478.4,"M249",1358,"Machine Gun","Normal","Normal",13751.0963770166
"14356902",221673.2,468690.2,217849.8,469827.6,"Kar98k",1495,"Sniper","Elevated","Elevated",3988.99314614604
"17295017",455969.6,630445.9,456058.6,630086,"S1897",137,"Shotgun","Normal","Normal",370.741163077445
"21088035",621199.1,297450.1,621556.9,296665.4,"M416",976,"Rifle","Normal","Normal",862.423869103795
"1961915",614629.8,258685.1,615230.6,263678.7,"SCAR-L",960,"Rifle","Normal","Normal",5029.61247016109
"38631400",423477.9,326589.9,423335.5,326796.1,"S1897",106,"Shotgun","Normal","Normal",250.591699782709
"3785740",590075.8,434111.7,588860.7,429080.8,"Uaz",1470,"Vehicles","Normal","Normal",5175.56014553019
"15743028",524863.4,485950.6,526037.7,485654.8,"UMP9",631,"Sub Machine Gun","Normal","Normal",1210.98229962284
"38485747",367190.2,365201.4,365428.8,364932.8,"SKS",1648,"Sniper","Normal","Normal",1781.76202675893
"39540043",619085.2,290191.7,619085.2,290191.7,"Uaz",966,"Vehicles","Normal","Normal",0
"15969392",627350.9,378582.5,627823.2,378505.3,"Tommy Gun",281,"Sub Machine Gun","Normal","Normal",478.567790391221
"18808801",351269.2,163614,351269.2,163614,"Uaz",396,"Vehicles","Normal","Normal",0
"34226391",520155.2,354819.1,526243.3,368495.2,"Mini 14",986,"Rifle","Normal","Normal",14969.9924121558
"28954800",417281.2,728227.8,395222.5,727851.8,"Kar98k",1357,"Sniper","Normal","Normal",22061.9043078788
"17219058",202219.5,287006.1,201942.1,286906.3,"Tommy Gun",157,"Sub Machine Gun","Normal","Normal",294.8063771359
"34703406",222971.6,391440.1,222990.2,391741.9,"UMP9",194,"Sub Machine Gun","Normal","Normal",302.372617807943
"21207320",407085.2,282404.3,406790.8,282265.3,"UMP9",1212,"Sub Machine Gun","Normal","Normal",325.56467867386
"18430286",467445.8,415432.4,467329.8,415727.4,"SCAR-L",1563,"Rifle","Normal","Normal",316.987381452322
"29439856",627266.1,378677.8,627376.4,378836.3,"Tommy Gun",139,"Sub Machine Gun","Normal","Normal",193.1018902031
"15940970",418705.3,324330.2,419881.6,324359.8,"M416",247,"Rifle","Normal","Normal",1176.67236306458
"8992626",484999.8,305518.7,486312.5,308836.4,"M16A4",1729,"Rifle","Normal","Normal",3567.95663931053
"6881527",571970.3,379251.3,571376.8,379319.2,"AKM",253,"Rifle","Normal","Normal",597.371458976743
"3230870",255106.4,351439.3,255106.4,351439.3,"Grenade",1902,"Explosives","Normal","Normal",0
"14156014",500094.1,285866.4,511299.7,298904.1,"M416",660,"Rifle","Normal","Normal",17191.4831428239
"10190322",392022.6,280213.2,389776.8,278414.9,"SKS",766,"Sniper","Normal","Normal",2877.06456827092
"27307708",606016.1,334510.2,600582.3,335895.2,"AKM",1886,"Rifle","Normal","Normal",5607.53131422369
"37289730",451182.5,620975,451124.6,620843.1,"S12K",141,"Shotgun","Normal","Normal",144.048672329907
"24439025",594722.3,297144.5,593574.3,295397.4,"SCAR-L",802,"Rifle","Normal","Normal",2090.51725895768
"39491938",665179.3,92927.83,666014.8,94107.2,"AKM",234,"Rifle","Normal","Normal",1445.32828343598
"39704266",431325.5,628626.1,431300.8,628782.3,"SCAR-L",330,"Rifle","Normal","Normal",158.140854936422
"14853664",364063.3,398195.9,364394.9,398022.9,"S1897",431,"Shotgun","Normal","Normal",374.01545422619
"13162610",447606.8,622889.6,447108.9,624391.2,"M16A4",261,"Rifle","Normal","Normal",1581.9946175635
"37090798",412951.9,414913.8,411022.9,430874.6,"M416",1289,"Rifle","Normal","Normal",16076.9455320344
"31212331",378026.6,135441.6,378197.2,134698.9,"Mini 14",524,"Rifle","Normal","Normal",762.041763947377
"28407958",287897.3,336656,249745.3,317840.8,"Kar98k",1334,"Sniper","Normal","Normal",42539.2390040066
"22281806",268263.8,249370.5,273584.7,267824.7,"M16A4",675,"Rifle","Normal","Normal",19205.9749674418
"12796222",710882.7,340289.7,710683.5,340474.9,"M416",544,"Rifle","Normal","Normal",271.992058707577
"11004609",539217.4,226794,536275.9,231852.3,"M16A4",280,"Rifle","Normal","Normal",5851.39480295082
"312918",305112,192590.9,310923.7,193848.5,"M249",1279,"Machine Gun","Normal","Normal",5946.21010812771
"19063669",371131.2,460828.1,358574.2,467563.3,"SCAR-L",1055,"Rifle","Normal","Normal",14249.251490517
"33597757",437019.6,449712.3,437122,450830.4,"Mini 14",305,"Rifle","Normal","Normal",1122.77930600812
"7755328",469196.9,313059.5,469369.1,312994.8,"AKM",1466,"Rifle","Normal","Normal",183.953608282049
"3021119",357838.9,399604.8,357914.6,399969,"AKM",411,"Rifle","Normal","Normal",371.984045356789
"22204012",368008.3,416266.7,367392,411891.9,"SCAR-L",331,"Rifle","Normal","Normal",4417.99736645461
"20548855",216659.7,282350.2,218238.3,283386.6,"SCAR-L",352,"Rifle","Normal","Normal",1888.41280444712
"2599993",708258,329244.3,714800.9,330569.1,"M416",548,"Rifle","Normal","Normal",6675.67490595522
"13965726",367115.9,410951.4,366946.3,412350.7,"P1911",177,"Pistol","Normal","Normal",1409.54058118239
"26861391",469424.2,315771.8,473728.6,326924.1,"SCAR-L",649,"Rifle","Normal","Normal",11954.1480102097
"32641975",446214.5,629520.9,447362.6,629544.1,"UMP9",310,"Sub Machine Gun","Normal","Normal",1148.33438074454
"7339020",287068.5,302128.7,286517.8,302120.2,"M416",1358,"Rifle","Normal","Normal",550.765594422902
"17034221",456914.2,623075.1,445413.6,615445.1,"Kar98k",265,"Sniper","Normal","Normal",13801.4745719434
"24485375",259462.1,417336.9,265579.8,402924.4,"M16A4",1345,"Rifle","Normal","Normal",15657.1520251928
"26183589",552872.4,571163.8,552347.4,569481.9,"AKM",997,"Rifle","Normal","Normal",1761.93433759606
"36558325",539737.7,225561.7,541058.9,225227.3,"SCAR-L",1246,"Rifle","Normal","Normal",1362.86198861081
"13992253",267985.9,570177.3,262376.1,574776.6,"Kar98k",897,"Sniper","Normal","Elevated",7254.19992349259
"11121231",378637.2,306837.6,394929.3,308344.3,"SKS",544,"Sniper","Normal","Normal",16361.6217808627
"19823313",446359.1,629471.1,446809.3,629421.6,"M416",320,"Rifle","Normal","Normal",452.913115288143
"33796615",361911.3,411448.1,361270.2,413177.3,"AKM",631,"Rifle","Normal","Normal",1844.21849302083
"25786675",294356.1,566141.6,294887,566466.4,"S1897",137,"Shotgun","Normal","Normal",622.374364832016
"30050440",446118.4,506370.1,447235,504423.2,"M416",1316,"Rifle","Normal","Normal",2244.37411542724
"17187427",423577.4,324927.1,423511.5,325545.7,"S686",218,"Shotgun","Normal","Normal",622.100289342519
"3585551",619455.6,415765.3,623203.8,412465.7,"M16A4",1286,"Rifle","Normal","Normal",4993.63228522089
"19714923",442403.9,338448.3,442375.1,338589.1,"UMP9",411,"Sub Machine Gun","Normal","Normal",143.715274066466
"27304308",565250.7,386102.8,565300.4,385966.8,"S12K",242,"Shotgun","Normal","Normal",144.796719576125
"20544288",634547.5,233475,631541.4,247562,"AKM",1504,"Rifle","Normal","Normal",14404.1732220215
"6320576",408623.2,293906.5,405723.2,295111.8,"M416",449,"Rifle","Normal","Normal",3140.50124820863
"5471238",634234.6,215029.2,634292.6,215545.4,"Hit by Car",138,"Vehicles","Normal","Normal",519.448207235314
"26855072",558142.9,485120,558666.3,485161.7,"SCAR-L",1657,"Rifle","Normal","Normal",525.058520547972
"22547347",566148.8,250349.2,565357.6,250863.6,"Vector",1454,"Sub Machine Gun","Normal","Normal",943.71860212677
"24286105",556679.7,135928,556497.9,135450.9,"S12K",431,"Shotgun","Normal","Normal",510.564050830041
"9996420",456847.4,673754.4,439499.9,649805.8,"M416",1489,"Rifle","Normal","Normal",29571.459182969
"14790236",467502.2,472225.3,468087.9,472289.5,"Micro UZI",866,"Sub Machine Gun","Normal","Normal",589.208053237577
"37901750",533801.8,235492.8,534380.4,234640.5,"AKM",219,"Rifle","Normal","Normal",1030.142344533
"33411777",412722.2,481353,412795.1,481410.9,"Punch",102,"Melee","Normal","Normal",93.095757153576
"7871796",584304.8,683795.7,592808.4,689141.3,"M16A4",1364,"Rifle","Elevated","Elevated",10044.234780211
"31502423",716949.8,410425.7,715674.9,409871.3,"M416",920,"Rifle","Normal","Normal",1390.2263736529
"16018470",322772,418637.5,322357.9,419021.7,"Hit by Car",1163,"Vehicles","Normal","Normal",564.879146366716
"15734691",393641.1,233923,393828.9,233778.6,"Micro UZI",416,"Sub Machine Gun","Normal","Normal",236.897024042126
"38072444",159305.5,280720.2,157548.4,280180.5,"Micro UZI",95,"Sub Machine Gun","Normal","Normal",1838.1176512944
"25038551",324881.4,327314.1,331831.6,341235.6,"M16A4",1706,"Rifle","Normal","Normal",15559.9949321971
"3867701",133713.5,125354.9,134893.3,124943.6,"Tommy Gun",125,"Sub Machine Gun","Normal","Normal",1249.43816573689
"18983029",238302.4,417381.1,238977.1,420080.2,"S1897",430,"Shotgun","Normal","Normal",2782.15040930576
"39697597",161630.3,213194.6,161715.7,213747.4,"Tommy Gun",317,"Sub Machine Gun","Normal","Normal",559.357667329224
"8894156",588703.9,465110.2,590540.6,480720.3,"VSS",766,"Sub Machine Gun","Normal","Normal",15717.7825694339
"19461148",306329.1,506801,303940.1,504077.1,"M16A4",224,"Rifle","Normal","Normal",3623.11360710648
"24155852",402265.2,405264.3,403913.9,406378.6,"M16A4",259,"Rifle","Normal","Normal",1989.94376302448
"37378848",392724.7,277838.2,392618.5,278160.1,"M416",129,"Rifle","Normal","Normal",338.96614875232
"2541217",469891,621932.1,473871.8,622031.9,"M416",518,"Rifle","Elevated","Elevated",3982.05081333726
"6200367",573660.4,611861.9,567806.9,595313.6,"SCAR-L",455,"Rifle","Elevated","Normal",17553.0537269161
"17144128",432245.4,635831.3,432230.2,635723.1,"M16A4",126,"Rifle","Normal","Normal",109.262436363169
"11784439",371682.1,411771.1,371018.8,412856.3,"M416",206,"Rifle","Normal","Normal",1271.85924142572
"4247039",606695.6,594958.8,608020.6,594776.8,"SKS",127,"Sniper","Normal","Normal",1337.44121366137
"27927559",337170.4,164367.5,338810.1,164089.3,"UMP9",248,"Sub Machine Gun","Normal","Normal",1663.13298626413
"11355638",603749.8,160524.5,603700.2,160461.7,"Punch",128,"Melee","Normal","Normal",80.0249960950188
"9700986",401665.2,331296.7,406351.6,338573.3,"Kar98k",896,"Sniper","Normal","Normal",8655.12868304102
"38962331",176306.9,475178.9,203455.6,483273.8,"AWM",1436,"Sniper","Normal","Elevated",28329.8308801871
"6258461",443754.8,290851.2,445574.9,290954.7,"SCAR-L",1074,"Rifle","Normal","Normal",1823.04038902053
"3625844",344060.7,666342.8,343987.1,666373.5,"Punch",124,"Melee","Normal","Normal",79.7461597821631
"14029286",376287.2,494584.9,372230.2,493662.3,"M16A4",817,"Rifle","Normal","Normal",4160.58166125844
"8607448",355506.3,571963.4,348824.8,564502.3,"M16A4",817,"Rifle","Normal","Normal",10015.5107438413
"19472087",164855.8,608315.3,164704,608621.9,"UMP9",241,"Sub Machine Gun","Normal","Normal",342.121031215537
"26504714",414005.9,584656.4,409187.6,587827.5,"M16A4",1818,"Rifle","Normal","Normal",5768.17909742757
"2455468",433061.8,638393.6,432914.5,637792.4,"S12K",203,"Shotgun","Normal","Normal",618.982011047123
"35492199",560985.8,511043.1,582409.9,502337.3,"M16A4",992,"Rifle","Normal","Normal",23125.3759850515
"36989485",306787,511302.3,306486.3,507274.3,"M416",1517,"Rifle","Normal","Normal",4039.20839893165
"7427913",545717,241856.7,544864.7,240734.4,"AKM",870,"Rifle","Normal","Normal",1409.24539381902
"37614296",596213.7,479284.8,596905.3,479841.7,"Vector",416,"Sub Machine Gun","Normal","Normal",887.946040027295
"12203069",651776.8,355087.4,649616.7,353139.5,"M16A4",399,"Rifle","Normal","Normal",2908.66746466496
"20562891",571002.9,250155.2,571065.3,250205.7,"AKM",140,"Rifle","Normal","Normal",80.2745912478096
"21125441",526634.8,595508.4,529778.3,590544.3,"M416",1202,"Rifle","Normal","Normal",5875.70260139158
"38220009",241509.7,530161.9,241193.2,530464.9,"S1897",270,"Shotgun","Elevated","Elevated",438.156650069356
"37894126",362834.2,403855.8,362789.9,403617.2,"AKM",536,"Rifle","Normal","Normal",242.677666875194
"38501866",424234.9,298482,424273.2,298323.4,"Micro UZI",131,"Sub Machine Gun","Normal","Normal",163.158971558391
"22547497",202056,293108.4,202185.2,293500.2,"Micro UZI",353,"Sub Machine Gun","Normal","Normal",412.552881458843
"18735716",671616.4,513241.5,673483.5,512037.9,"AKM",590,"Rifle","Normal","Normal",2221.42192525415
"17027169",566827.4,351321.1,568616.3,349896.6,"M416",960,"Rifle","Normal","Normal",2286.78015121701
"25568676",432032.2,392533.3,443894.9,392339.2,"M416",1077,"Rifle","Normal","Normal",11864.2878463058
"3771758",441467.4,341182.1,442344.3,340510.2,"UMP9",259,"Sub Machine Gun","Normal","Normal",1104.71861575692
"25445341",705811.4,323668.9,705064.9,324081.4,"S686",336,"Shotgun","Normal","Normal",852.88832797735
"32624354",363201.7,403207.9,363024.6,400954.9,"AKM",453,"Rifle","Normal","Normal",2259.94986891303
"31345711",605333.5,476014.3,604795.3,475754.6,"Micro UZI",135,"Sub Machine Gun","Normal","Normal",597.581232971682
"38166823",395276.5,726608.1,395085.8,728909.2,"UMP9",1507,"Sub Machine Gun","Normal","Normal",2308.98845817815
"25554155",483171.7,345908.3,478180.8,335692.6,"Mini 14",1799,"Rifle","Normal","Normal",11369.6793842219
"22983945",366357.7,415694.3,366850,415239.6,"S1897",203,"Shotgun","Normal","Normal",670.157727702963
"29808350",431147.6,459850.3,429256.3,472100.7,"Kar98k",1636,"Sniper","Normal","Normal",12395.5361259609
"15467175",372462.4,362519.1,372482.2,362793.2,"S686",257,"Shotgun","Normal","Normal",274.814209967423
"13796281",548330.8,92973.63,549000,88762.4,"Kar98k",1843,"Sniper","Normal","Normal",4264.06927158788
"18902903",275077.6,384847.3,275535.4,376226.9,"Buggy",884,"Vehicles","Normal","Normal",8632.5475382415
"29167878",215285.2,275711.8,213859.6,275903.3,"Tommy Gun",309,"Sub Machine Gun","Normal","Normal",1438.40453628318
"22073351",214359.7,274368.2,214419.2,274387.5,"death.ProjMolotov_DamageField_C",573,"Explosives","Normal","Normal",62.5518984524015
"8607340",372249.3,410564.6,371563.2,411310.3,"S686",382,"Shotgun","Normal","Normal",1013.31224210506
"33603864",523055.2,677321.5,529706.7,669685.6,"M16A4",1784,"Rifle","Elevated","Elevated",10126.6688037083
"33673335",551717.9,231568.3,550841.8,231556.5,"UMP9",144,"Sub Machine Gun","Normal","Normal",876.179462210773
"15513475",378731.2,135856.5,379052,135827.2,"AKM",535,"Rifle","Normal","Normal",322.135266619462
"6628690",408059.2,309758.8,416470.3,311766.4,"SCAR-L",693,"Rifle","Normal","Normal",8647.37306758531
"36035761",356349.8,516172.2,356407.9,514965.2,"AKM",522,"Rifle","Normal","Normal",1208.39753806436
"25482573",334704.9,171119.1,334936.5,170830.6,"S12K",211,"Shotgun","Normal","Normal",369.960551951136
"37081376",358875.9,402716,358682.9,402751,"S1897",248,"Shotgun","Normal","Normal",196.147903379057
"5094782",541633.3,578720.4,531443.7,564701.3,"Mini 14",1246,"Rifle","Normal","Normal",17330.9870743129
"31071208",208142,276665.2,207621,276549.3,"S12K",304,"Shotgun","Normal","Normal",533.735711752554
"16923276",275377.9,491954.9,273522,491464.9,"M416",1996,"Rifle","Normal","Normal",1919.49597811511
"6658932",351405.7,396142.3,350855.9,397522.8,"M416",1016,"Rifle","Normal","Normal",1485.9543364451
"39383508",262632.5,452432.6,265318.2,452300.8,"SCAR-L",1274,"Rifle","Normal","Normal",2688.93207984137
"15724084",148545.4,320736.9,149672,321212.3,"death.ProjMolotov_DamageField_C",433,"Explosives","Normal","Normal",1222.79708864553
"24774955",195125.3,281864.1,195549.6,281750,"S1897",389,"Shotgun","Normal","Normal",439.373758888727
"17866548",625086.6,379294.5,626433.6,379154.8,"S1897",248,"Shotgun","Normal","Normal",1354.22490377337
"15595107",685143.6,455727.9,685651.8,457592.6,"M16A4",269,"Rifle","Normal","Normal",1932.71139335388
"7957259",244299,438203.1,244254.1,438136.7,"Mini 14",122,"Rifle","Normal","Normal",80.1559105742979
"29747101",304716,406635.8,305149.8,407341.2,"M16A4",810,"Rifle","Normal","Normal",828.113277275532
"22832770",625791.8,373590.1,624207,371790.3,"SCAR-L",134,"Rifle","Normal","Normal",2398.09738751372
"21727629",515947,340821.3,506825.8,348156.4,"SKS",1485,"Sniper","Normal","Normal",11704.6991183029
"38530409",468264.8,93956.55,467496.5,94044.62,"S1897",1309,"Shotgun","Normal","Normal",773.331245262973
"23563756",336128.8,160406.7,336289.4,160521.8,"S12K",119,"Shotgun","Normal","Normal",197.586360865334
"798397",522585.2,251828.4,521577.7,251406.4,"S1897",1472,"Shotgun","Normal","Normal",1092.30959439163
"30194099",544461.2,412895.6,552033.3,422226.8,"Mini 14",1139,"Rifle","Normal","Normal",12016.987636259
"8699622",547051.4,525335.8,548750.4,526866.8,"M16A4",1037,"Rifle","Normal","Normal",2287.04219462606
"38828851",645941.2,422418.3,646008.6,422461.3,"Punch",206,"Melee","Normal","Normal",79.9484834127774
"9399888",437001.2,640487.4,436710.9,640359.2,"SCAR-L",357,"Rifle","Normal","Normal",317.347333374666
"28977923",374916.1,504048.4,374916.1,504048.4,"Grenade",1426,"Explosives","Normal","Normal",0
"2709128",371089.2,406762.6,368409.7,412644.6,"M416",338,"Rifle","Normal","Normal",6463.5628139595
"3668233",335472.1,438041.3,335325.8,438494.8,"AKM",1646,"Rifle","Normal","Normal",476.514364946112
"25440154",355565.3,409757.5,355381.8,409622.5,"S12K",260,"Shotgun","Normal","Normal",227.809679337819
"13647369",152483.3,491447.1,158572.5,491294.9,"Mini 14",1280,"Rifle","Normal","Normal",6091.10182807677
"551528",325818.7,467253.2,339654.5,468345.8,"SKS",1469,"Sniper","Normal","Normal",13878.8737439318
"35190190",569070.6,318427.5,578922.1,318896.4,"M16A4",1195,"Rifle","Normal","Normal",9862.6527597802
"23047975",673563.9,122906.8,662759.9,120180.6,"M416",418,"Rifle","Normal","Normal",11142.6470122678
"7535497",477290.4,366829.8,485086.5,363651.6,"M416",644,"Rifle","Normal","Normal",8419.03381926927
"37844529",319331.9,411620.1,320767.2,412009.8,"M416",1094,"Rifle","Normal","Normal",1487.26331898557
"9917386",322431.2,263079.2,322284.2,264897.8,"SCAR-L",1769,"Rifle","Normal","Normal",1824.53143573903
"18982470",614358.4,303621.5,612927,304215.2,"AKM",295,"Rifle","Normal","Normal",1549.6404905655
"32751157",269130.7,461106.6,262891.6,458127.5,"SCAR-L",1772,"Rifle","Normal","Normal",6913.85606011582
"17327345",264292.2,389939.3,264438.3,390683.2,"S686",1014,"Shotgun","Normal","Normal",758.111086846794
"17090187",165943,337904.3,162161.3,323214.9,"AKM",1405,"Rifle","Normal","Normal",15168.3791899464
"8808864",425928.3,325371.9,425770.9,326030.8,"AKM",95,"Rifle","Normal","Normal",677.439274031217
"39038201",616896.6,195483.5,617968.9,195518.5,"SCAR-L",1769,"Rifle","Normal","Normal",1072.87105003355
"8464101",413887.8,340348.9,447175.9,342913.6,"Kar98k",880,"Sniper","Normal","Normal",33386.7531769713
"1258061",197077.2,285453.4,199083.4,287174.7,"M416",126,"Rifle","Normal","Normal",2643.42810191613
"21498281",595230,468145.9,595141.3,468156.2,"M416",279,"Rifle","Normal","Normal",89.2960245475211
"34439690",387539.1,118922.8,387423.8,118681.4,"M16A4",113,"Rifle","Normal","Normal",267.522055165554
"12533052",562023.1,499810.4,564370.2,499220.5,"Micro UZI",841,"Sub Machine Gun","Normal","Normal",2420.09512622953
"19297842",369908.6,358059.2,369595.5,358645.1,"Micro UZI",286,"Sub Machine Gun","Normal","Normal",664.311989956485
"12317532",308991.3,441500.6,312077.9,451258.8,"AKM",608,"Rifle","Normal","Normal",10234.7235820026
"34810200",356207.8,403287.8,356725.6,402923.8,"S686",191,"Shotgun","Normal","Normal",632.93983916324
"17352213",287229,464501.6,278355.9,486182.3,"M16A4",1652,"Rifle","Normal","Normal",23426.1532501604
"21247861",441909,332044.9,443667.4,334074.8,"M16A4",156,"Rifle","Normal","Normal",2685.60320412378
"27210465",170698.4,496666.5,170879.9,495840.8,"Tommy Gun",452,"Sub Machine Gun","Normal","Normal",845.412763092691
"19254781",212089.3,280070.2,209270.2,278152.8,"SKS",314,"Sniper","Normal","Normal",3409.36175405309
"36844508",445442.3,636713.7,440780.1,637965.3,"Pan",154,"Melee","Normal","Normal",4827.27784574291
"27137550",247502.7,278506.2,244904.6,278297.9,"M16A4",1423,"Rifle","Normal","Normal",2606.43674390921
"39389711",621859.3,297609.7,622226.7,297684.7,"M416",191,"Rifle","Normal","Normal",374.977012628683
"38298506",422447.9,288559.3,422208.9,288394.2,"SCAR-L",1211,"Rifle","Normal","Normal",290.480653400519
"3804992",373336.4,404028.9,373623.9,406998.7,"M416",230,"Rifle","Normal","Normal",2983.68367793906
"24879423",624702.3,299645.2,623588.7,302220.2,"M16A4",117,"Rifle","Normal","Normal",2805.48212612382
"22034098",524677,268563.5,524584.7,269383.3,"AKM",1212,"Rifle","Normal","Normal",824.979593687013
"36218898",463571.9,649833.8,463816.2,650430.8,"S12K",97,"Shotgun","Elevated","Elevated",645.051540576406
"14271115",483714.4,146562,459151.6,183624.4,"SKS",1311,"Sniper","Normal","Normal",44462.9355486117
"31326417",428819.4,365477.1,427131.1,366187.1,"Mini 14",1579,"Rifle","Normal","Normal",1831.51764665268
"39401173",629772.9,375002.5,629553.8,374348.1,"M416",138,"Rifle","Normal","Normal",690.104463106869
"17648901",321935.5,233010.3,322018.2,236955.5,"Kar98k",1052,"Sniper","Normal","Normal",3946.06669102286
"25858792",552220.9,456436.6,556563.2,458444.8,"M416",1640,"Rifle","Normal","Normal",4784.18608856297
"3508743",360833.8,394912.9,360987.6,394617.7,"SKS",385,"Sniper","Normal","Normal",332.862554217207
"19353482",602571,607740.3,605915.1,607022,"SKS",248,"Sniper","Elevated","Elevated",3420.37420467409
"25687541",161435.3,619453.5,160122.9,619405.9,"M16A4",306,"Rifle","Normal","Normal",1313.26292873894
"353386",557428.3,130674.9,560058,130049.8,"AKM",231,"Rifle","Normal","Normal",2702.97467616693
"28187403",593791.5,486689.7,594284,486731.6,"AKM",313,"Rifle","Normal","Normal",494.279131665496
"15278946",417525.4,636423.3,417530.2,635966,"Tommy Gun",168,"Sub Machine Gun","Normal","Normal",457.325190646702
"4379110",537334.4,313987.4,536475.8,313924.9,"P1911",211,"Pistol","Normal","Normal",860.871773262406
"1320035",150571.5,602848.9,150682.2,603773.8,"AKM",275,"Rifle","Normal","Normal",931.50120772871
"21466526",444330.2,339757.6,445154.4,338982.9,"M16A4",315,"Rifle","Normal","Normal",1131.13470904218
"9705624",537255.3,341121.3,536802.1,341446.9,"Hit by Car",507,"Vehicles","Normal","Normal",558.037274740753
"1988019",270766.2,292564.2,266098,307340.4,"Mini 14",1768,"Rifle","Normal","Normal",15496.0697494558
"30060382",255480.2,273113.8,242479.4,270084.1,"Kar98k",1094,"Sniper","Normal","Normal",13349.1528843594
"2838121",409871.1,303814.8,411057.9,303109.4,"AKM",365,"Rifle","Normal","Normal",1380.60979280898
"18830010",412851.1,480256.2,413170.8,480042.1,"S1897",524,"Shotgun","Normal","Normal",384.768631777621
"9719642",724148.1,445446.9,721178.7,433538.4,"Tommy Gun",485,"Sub Machine Gun","Normal","Normal",12273.1295361045
"35013508",447316.1,692263.9,453702.9,673908.7,"Kar98k",1383,"Sniper","Normal","Normal",19434.6232605627
"25963702",437623.9,113512.1,437326.5,113557.8,"P92",126,"Pistol","Normal","Normal",300.890760908363
"8516929",690901.6,451148.4,690237.8,451063.3,"M16A4",432,"Rifle","Normal","Normal",669.23273231359
"15134166",157478.9,274175.1,157418.6,274122.1,"Punch",128,"Melee","Normal","Normal",80.2813178765682
"17848787",420486.2,324322.8,420344.8,324818.1,"Tommy Gun",100,"Sub Machine Gun","Normal","Normal",515.088390472931
"12569189",466011.7,624146.7,474023.9,628981.8,"SCAR-L",1714,"Rifle","Elevated","Elevated",9358.07356510949
"9431930",187932.3,521132.4,188875,519050.2,"SCAR-L",1229,"Rifle","Elevated","Elevated",2285.65967064217
"30346752",346928.4,446345.1,346878.5,446288.2,"Punch",384,"Melee","Normal","Normal",75.6810412190421
"27992809",160911.5,407865.9,163710.7,397621.7,"SCAR-L",1346,"Rifle","Normal","Normal",10619.7530234935
"23961316",560262.6,512211.9,566328.1,512825.2,"SKS",904,"Sniper","Normal","Normal",6096.42740791687
