"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"29149861",247845.3,280078.2,246939.2,279585.8,"UMP9",1316,"Sub Machine Gun","Normal","Normal",1031.24922787849
"38434822",340590.1,168070.4,338056.2,169445.1,"M416",127,"Rifle","Normal","Normal",2882.78499024812
"23372428",543742,295543.9,537595.6,306604.3,"Mini 14",1521,"Rifle","Normal","Normal",12653.484939731
"7628752",421021,311713.8,420979,324576,"AKM",561,"Rifle","Normal","Normal",12862.2685728452
"25865364",391632.7,293380.1,391889.8,294428.1,"DP-28",1708,"Machine Gun","Normal","Normal",1079.07572023468
"4930955",392698.6,235572.9,392145.7,235352.8,"M16A4",859,"Rifle","Normal","Normal",595.098664088539
"10065956",462352.8,215503.9,462573.2,215316.6,"Hit by Car",911,"Vehicles","Normal","Normal",289.235976323842
"37211294",388742.1,117106.3,388416.1,117279.8,"UMP9",384,"Sub Machine Gun","Normal","Normal",369.294259365076
"13170553",420665.3,324293.2,420867.1,325357.4,"AKM",276,"Rifle","Normal","Normal",1083.16429040105
"24348105",713540.1,340257.3,713120.4,343478.8,"SCAR-L",316,"Rifle","Normal","Normal",3248.72441736752
"6711930",200581.6,286624.4,200644.6,286845,"S1897",133,"Shotgun","Normal","Normal",229.419615551918
"36977421",546021.6,244744.5,545375.5,238946.7,"SCAR-L",527,"Rifle","Normal","Normal",5833.68923152406
"3118056",430991.1,161690.8,429998.2,162788.3,"M416",1610,"Rifle","Normal","Normal",1479.98535803566
"23038918",418363.6,329482.4,418591.9,329142.5,"AKM",609,"Rifle","Normal","Normal",409.454393064767
"15722597",258329.6,446339.3,255401.2,449636.7,"M16A4",1769,"Rifle","Normal","Normal",4410.03098855327
"2536162",604230,489351.1,604604.9,489828.9,"M16A4",554,"Rifle","Normal","Normal",607.324336742784
"34009919",219394,395248.1,220141.4,395563,"S1897",162,"Shotgun","Normal","Normal",811.029450759962
"34311034",155913.6,280626.7,161649.1,287294.6,"SKS",377,"Sniper","Normal","Normal",8795.27433682427
"10966890",590713.4,716377.5,591495.4,715457.6,"M16A4",1011,"Rifle","Elevated","Elevated",1207.36904465869
"7256852",437475.8,640125.8,437408.3,640081.5,"Punch",201,"Melee","Normal","Normal",80.7387143816653
"37452319",366492.6,408677.2,366264.3,408414.3,"P1911",168,"Pistol","Normal","Normal",348.191470314835
"15167119",367060.8,584743.1,364075.5,583179,"M416",1333,"Rifle","Normal","Normal",3370.22623869672
"15093422",445183.1,625137.6,445314.3,623736.1,"SCAR-L",211,"Rifle","Normal","Normal",1407.62768159766
"18945706",207890.2,274192.3,207983.3,274309.7,"UMP9",136,"Sub Machine Gun","Normal","Normal",149.834475338625
"16683099",568573.4,680866.3,567349.6,675396.4,"M16A4",1870,"Rifle","Elevated","Elevated",5605.13090391298
"1069352",435945,639519.4,437665.6,639493.7,"DP-28",157,"Machine Gun","Normal","Normal",1720.79192524835
"20412100",253529.4,545282.2,251749.6,544879.7,"UMP9",1444,"Sub Machine Gun","Elevated","Elevated",1824.74499314287
"26930771",441451.1,337621.6,441235.9,337709.3,"Micro UZI",169,"Sub Machine Gun","Normal","Normal",232.384014080104
"17823804",542138.7,279243.5,547551.9,280048.2,"M416",1614,"Rifle","Normal","Normal",5472.68456335652
"29631405",445034.9,623805.1,445066.1,623730.7,"Punch",139,"Melee","Normal","Normal",80.6771343070672
"6469515",156087.4,274400.9,156033.2,274478.5,"AKM",350,"Rifle","Normal","Normal",94.6541071480498
"31747740",163346.6,288718.7,163566.3,288208,"SCAR-L",365,"Rifle","Normal","Normal",555.951958356119
"15405281",440688.5,338335.4,438344.3,354735.6,"AKM",526,"Rifle","Normal","Normal",16566.8896803232
"3995578",398563.5,353840.8,398638.1,353810.6,"Mini 14",129,"Rifle","Normal","Normal",80.4810536710177
"10310714",171267.2,621124.9,175723.4,620731.9,"VSS",310,"Sub Machine Gun","Normal","Normal",4473.49610930867
"5540376",625205.4,378323.6,626359.8,378395.2,"S1897",381,"Shotgun","Normal","Normal",1156.61831214972
"31042982",511771.5,354604,511881.8,352845.3,"M16A4",431,"Rifle","Normal","Normal",1762.15543582286
"4301788",129352.8,352360.8,129785.4,352304.9,"SCAR-L",1607,"Rifle","Normal","Normal",436.196710212249
"1597266",504468,143233.4,503774.5,144824.3,"M416",1768,"Rifle","Normal","Normal",1735.48409961024
"16313933",400490.8,292477.7,399509.1,292373.9,"UMP9",198,"Sub Machine Gun","Normal","Normal",987.172391226588
"26505061",315798.1,359384.4,313675.2,362672.3,"SKS",772,"Sniper","Normal","Normal",3913.69273448998
"35576695",631104.4,497224.8,632706.1,499064,"SCAR-L",1339,"Rifle","Normal","Normal",2438.8725940483
"15255829",545724.9,246810.2,546184.8,245440.8,"AKM",502,"Rifle","Normal","Normal",1444.56372998912
"27043600",359557.9,402572,360001.3,403060,"S1897",239,"Shotgun","Normal","Normal",659.353895870775
"28174103",631026.4,386791.6,620493.6,392133.9,"Mini 14",1451,"Rifle","Normal","Normal",11810.1670237978
"36715603",547610.9,423152.2,547656.3,423624.8,"Mini 14",1298,"Rifle","Normal","Normal",474.775652282191
"35570130",530211.7,379113.3,522493,380575,"SKS",948,"Sniper","Normal","Normal",7855.88292809913
"38843090",367014.5,406513,367163.5,406492.2,"UMP9",179,"Sub Machine Gun","Normal","Normal",150.444807155314
"10826276",444463,335343.1,444622.8,335563.1,"S12K",356,"Shotgun","Normal","Normal",271.911823942977
"37960082",420172.3,326827.4,420215.8,326433.2,"SCAR-L",208,"Rifle","Normal","Normal",396.592851675379
"4339514",451967.9,621367.4,451901.8,620881.9,"AKM",114,"Rifle","Normal","Normal",489.97904036806
"34858903",566377.1,251192.1,570152.3,249235.7,"M16A4",655,"Rifle","Normal","Normal",4252.01552207897
"5523158",169804.3,284565.5,170436.8,280193.7,"UMP9",273,"Sub Machine Gun","Normal","Normal",4417.31722768468
"11846099",600412.7,479871.5,600467.8,479930.5,"Punch",77,"Melee","Normal","Normal",80.7280000991618
"16836572",569053.8,388296.9,569278.4,387974.9,"Mini 14",107,"Rifle","Normal","Normal",392.5928679943
"20278411",183668,216988.6,183749.7,217169.7,"M16A4",517,"Rifle","Normal","Normal",198.67586667737
"3295123",363927.8,508344.3,361054.5,511365,"M16A4",237,"Rifle","Normal","Normal",4168.99045093653
"2122108",582625.6,483592.2,582414.3,483745.3,"R1895",105,"Pistol","Normal","Normal",260.935432626471
"5459642",155306.4,513841.9,155361,513773.2,"Machete",134,"Melee","Normal","Normal",87.7544870647777
"37474346",608726.8,480453.3,611264.1,480074.9,"AKM",447,"Rifle","Normal","Normal",2565.36115391179
"18947516",377873.6,420629.5,380049.1,442283.6,"M16A4",1693,"Rifle","Normal","Normal",21763.1074771044
"33207463",364499.8,397955,365276.6,397968.7,"M416",584,"Rifle","Normal","Normal",776.92080033938
"9791879",313211.9,357087.8,313738.4,357140.8,"S1897",173,"Shotgun","Normal","Normal",529.160892356947
"9348248",365733.6,418885.8,366146.6,417112.9,"SCAR-L",338,"Rifle","Normal","Normal",1820.36903126808
"21426345",370769.9,404610,370585,404433.3,"S686",632,"Shotgun","Normal","Normal",255.755547349442
"28232689",432730.6,635626.3,432440.2,635509.4,"M416",154,"Rifle","Normal","Normal",313.045955092835
"6661852",287165.5,562271.6,286252.5,562398.6,"AKM",205,"Rifle","Normal","Normal",921.790648683311
"494216",423577.5,324560.2,422681.8,323935.7,"M416",105,"Rifle","Normal","Normal",1091.91517069781
"13866350",436184.7,333055.7,437341.6,332986.4,"SCAR-L",512,"Rifle","Normal","Normal",1158.97372705334
"8883595",468694.8,639539.7,468689.7,639306.3,"S686",112,"Shotgun","Elevated","Elevated",233.45571314482
"28651997",420908.2,324862.4,420830,324662.8,"S1897",160,"Shotgun","Normal","Normal",214.372106394502
"1424981",573879.2,491032.6,573673.8,496664,"Punch",524,"Melee","Normal","Normal",5635.14464055717
"16496739",599833.1,476921.2,600010.2,477226,"M416",456,"Rifle","Normal","Normal",352.515886166829
"21607143",445999,335945.3,446025.6,334057,"M16A4",780,"Rifle","Normal","Normal",1888.48734441085
"17660420",536155.9,313100.5,536104.1,312903.9,"M416",1457,"Rifle","Normal","Normal",203.309616103114
"8699283",290877.3,264510.2,291153.7,261895.7,"SCAR-L",896,"Rifle","Normal","Normal",2629.06964723265
"16966434",420184.6,326232.3,420272.2,325511.3,"P92",90,"Pistol","Normal","Normal",726.302113448671
"8559649",335561.6,171135,335663.1,171052.9,"AKM",95,"Rifle","Normal","Normal",130.547539233802
"7802062",444103.9,630891.4,444123.1,631208.1,"S686",324,"Shotgun","Normal","Normal",317.281468100437
"14962788",603355.9,603648.7,603615.7,603482.1,"UMP9",368,"Sub Machine Gun","Elevated","Elevated",308.628579363538
"35578539",623095.1,378557.5,622829.2,378541.7,"P1911",156,"Pistol","Normal","Normal",266.369010960382
"38867870",563878.7,75306.58,563255.8,75165.57,"M16A4",1980,"Rifle","Normal","Normal",638.661279630981
"17115698",354367.6,407649.6,354451.9,407656.8,"M416",2158,"Rifle","Normal","Normal",84.6069146110885
"29288797",461496.1,414729.5,461584.6,414998.5,"AKM",904,"Rifle","Normal","Normal",283.184127380049
"25929062",630452.4,306741.2,630555.6,306005.4,"Grenade",1440,"Explosives","Normal","Normal",743.001938086283
"8242459",247142.8,347603.9,236728.7,344032.8,"AUG",1846,"Rifle","Normal","Normal",11009.3702826274
"31251419",546551.4,452027,545349.1,452288.7,"M416",860,"Rifle","Normal","Normal",1230.45202263238
"19825823",151501.2,318984.2,150292.7,318571.6,"P92",285,"Pistol","Normal","Normal",1276.9929561278
"20596017",422003.6,327932.7,420072.5,328201.1,"M416",363,"Rifle","Normal","Normal",1949.6629888265
"3485449",421691.8,253100.2,424817.2,253149.5,"M416",1119,"Rifle","Normal","Normal",3125.78880444603
"2062200",171423.7,214555.3,171470.5,213826.5,"AKM",153,"Rifle","Normal","Normal",730.301088592905
"12159475",423595.4,287036,423014.8,289412.6,"M16A4",603,"Rifle","Normal","Normal",2446.49216634755
"6039727",206401.6,290034.6,205856.9,289973.3,"UMP9",925,"Sub Machine Gun","Normal","Normal",548.138467907527
"14089637",629619.2,391483,628839.4,386835.2,"M16A4",1675,"Rifle","Normal","Normal",4712.76276508799
"27378842",475571.3,465607.3,475573.3,466029.9,"M16A4",387,"Rifle","Normal","Normal",422.604732581202
"37018286",345308.9,410418.3,345029.6,410489.8,"R1895",134,"Pistol","Normal","Normal",288.30667699522
"29248846",226374.6,478823.7,209570.5,477624.3,"Kar98k",1758,"Sniper","Elevated","Elevated",16846.8494731211
"39375890",572227.2,372378.4,563826.6,366096.3,"AKM",382,"Rifle","Normal","Normal",10489.7502720513
"36497995",424572.2,323762.8,424594.2,323633.5,"Punch",109,"Melee","Normal","Normal",131.158263178486
"26883911",687753.8,462290.6,686989.4,462152.6,"UMP9",121,"Sub Machine Gun","Normal","Normal",776.756950403429
"26856066",398834.5,301335.1,399331.8,296913.1,"AKM",100,"Rifle","Normal","Normal",4449.87542409897
"18398743",445354.7,629389.7,444946.6,629027.8,"M16A4",441,"Rifle","Normal","Normal",545.451391051449
"12728275",581997.1,475455,580539.3,457668,"Punch",171,"Melee","Normal","Normal",17846.6397352555
"36850992",436077.2,336972.6,441341.4,335106.4,"SCAR-L",460,"Rifle","Normal","Normal",5585.20403208334
"21536022",178955.8,284648.4,183226.7,285036.8,"AKM",548,"Rifle","Normal","Normal",4288.52438141608
"13634385",685556.3,464331.9,684800.6,464879.9,"Mini 14",179,"Rifle","Normal","Normal",933.480846081003
"19390173",602252.1,603960.8,603216.1,603625.2,"SCAR-L",2048,"Rifle","Elevated","Elevated",1020.74647195083
"28374334",209726.4,280731.4,206853.5,280618.7,"SKS",383,"Sniper","Normal","Normal",2875.10968486421
"4810019",434631.8,641708.4,434691.3,640478.8,"SKS",193,"Sniper","Normal","Normal",1231.03875243631
"29702341",406074.2,308128.8,406074.2,308128.8,"death.ProjMolotov_DamageField_C",587,"Explosives","Normal","Normal",0
"26313658",331069.2,374163.5,327358.5,371152.8,"AKM",445,"Rifle","Normal","Normal",4778.45257170145
"239765",454162.6,556035.4,452874.6,553113.6,"M416",1802,"Rifle","Normal","Normal",3193.09555760555
"31175336",554971,226095.4,552551.6,225737.8,"AKM",1061,"Rifle","Normal","Normal",2445.68479571676
"18395205",178024.7,280063.9,177850.9,279673.3,"AKM",1471,"Rifle","Normal","Normal",427.521695355959
"34664002",342771.8,346383.9,343134.3,347152.9,"M416",1288,"Rifle","Normal","Normal",850.157191347577
"16314501",444712.2,624876.4,438501.7,619687.7,"M416",363,"Rifle","Normal","Normal",8092.76948516395
"31578955",627619.9,378641.7,627084.4,378527.3,"M16A4",178,"Rifle","Normal","Normal",547.58342743367
"21070875",677562.1,492169.1,665954.6,499781,"Kar98k",1368,"Sniper","Normal","Normal",13880.7448596968
"30472073",161592,278262.5,161759,277844.7,"Tommy Gun",324,"Sub Machine Gun","Normal","Normal",449.939818197934
"39584228",490273.3,349869.7,490099.7,350273.5,"SKS",922,"Sniper","Normal","Normal",439.535436569092
"33540375",657573.1,216085.9,659838.2,219215.7,"Dacia",1639,"Vehicles","Normal","Normal",3863.46037251581
"7124607",314536,329325.5,313389.7,329890.8,"S1897",150,"Shotgun","Normal","Normal",1278.11102021693
"25314124",207001.2,290723.8,201241.9,283888.7,"VSS",421,"Sub Machine Gun","Normal","Normal",8938.01591517938
"34146609",687174.4,462532.7,686737.8,462544.5,"P1911",124,"Pistol","Normal","Normal",436.75943035037
"3541107",626941.5,376615.1,626828.9,376439,"Punch",283,"Melee","Normal","Normal",209.021458228543
"8960303",211951.8,276013.7,212082.3,276116.7,"SCAR-L",111,"Rifle","Normal","Normal",166.250563908818
"8838390",323046.6,321464.5,322973.2,322245.3,"S1897",231,"Shotgun","Normal","Normal",784.242437005278
"7632809",567781.8,566517.4,550701.1,559070.1,"M16A4",1061,"Rifle","Normal","Normal",18633.6413451586
"16450044",321223.4,454652.4,319498.9,454199.9,"AKM",1423,"Rifle","Normal","Normal",1782.87871152246
"11657625",630873.3,339482.1,652876.7,332840.9,"SKS",1506,"Sniper","Normal","Normal",22983.8018830653
"19217582",457770.3,629910.4,457311.3,629778.2,"S686",116,"Shotgun","Normal","Normal",477.658706609665
"37032956",365159.1,408095.6,365154.7,408855.4,"AKM",452,"Rifle","Normal","Normal",759.812740088024
"18840320",364501.5,394927.8,364083,394486.1,"Micro UZI",179,"Sub Machine Gun","Normal","Normal",608.474436603552
"13875907",413352.4,230162.5,412203.8,229731.2,"Groza",1590,"Rifle","Normal","Normal",1226.90735184042
"1200408",395058.2,348852,397505.6,353902,"SCAR-L",129,"Rifle","Normal","Normal",5611.7971060971
"36652864",423506.7,324762.2,423153.1,324066.1,"AKM",348,"Rifle","Normal","Normal",780.761275935272
"5991684",594186.1,414564.3,571685.5,419195.2,"Crossbow",1179,"Sniper","Normal","Normal",22972.2057097267
"38620942",347353.2,316527.8,345479.8,318955.1,"M16A4",187,"Rifle","Normal","Normal",3066.17234512348
"22690639",371549.6,400829.3,370833.1,400890.5,"Tommy Gun",251,"Sub Machine Gun","Normal","Normal",719.108955583228
"524394",328066.6,395263,329777,395366.3,"SCAR-L",1148,"Rifle","Normal","Normal",1713.51657418307
"12063035",560541.3,175261.2,560605.6,175535.1,"Tommy Gun",137,"Sub Machine Gun","Normal","Normal",281.346227982512
"23269812",186305.7,583616.4,174931.2,574546.1,"Kar98k",1304,"Sniper","Elevated","Normal",14548.1817537451
"10623067",168508.8,570041.5,167502.7,570856.4,"M416",1883,"Rifle","Normal","Normal",1294.7197457365
"9740839",194613.6,277786.8,205730.7,276600.2,"Kar98k",601,"Sniper","Normal","Normal",11180.2474020032
"80906",549147.3,364270.5,549575.3,364215.9,"M16A4",690,"Rifle","Normal","Normal",431.468608359864
"19544300",494455.3,476881.6,488201.9,470151.2,"M416",953,"Rifle","Normal","Normal",9187.12663023641
"38749932",457148.4,248221.6,469400.1,263513.7,"SKS",1583,"Sniper","Normal","Normal",19594.7052873984
"23602836",443465.3,631065.9,444859.8,630375.3,"SCAR-L",464,"Rifle","Normal","Normal",1556.13579420305
"13102431",263913.8,391684.9,264111.3,391742.5,"SKS",1540,"Sniper","Normal","Normal",205.72800003888
"7544092",722131.8,453075.9,725400.3,453205,"M16A4",459,"Rifle","Normal","Normal",3271.04861779827
"30480839",279311.4,559333.1,276999.1,562562.3,"SCAR-L",1710,"Rifle","Normal","Normal",3971.7079361404
"6668550",421492.4,327889.4,422290.1,327702.3,"S12K",99,"Shotgun","Normal","Normal",819.348338620357
"3843349",419835,289477.6,423067.3,290783.5,"M16A4",608,"Rifle","Normal","Normal",3486.13512360034
"11951540",437557.3,329075.3,440866.3,331090.3,"AKM",179,"Rifle","Normal","Normal",3874.23618278494
"34029749",644400.2,412925.2,646286.3,416235.6,"SCAR-L",1659,"Rifle","Normal","Normal",3810.00280446093
"38333987",286895.4,464420.6,297825.2,483043.5,"SKS",1583,"Sniper","Normal","Normal",21593.353895354
"12586639",697940.8,412019.9,690730.6,407341.9,"Mini 14",456,"Rifle","Normal","Normal",8594.8047121503
"22531530",368124.4,400657.2,368399.1,400687,"Micro UZI",413,"Sub Machine Gun","Normal","Normal",276.311653753463
"1860634",346764.9,393723.9,346502.1,395069.6,"AKM",1001,"Rifle","Normal","Normal",1371.12082983226
"1399115",143015.6,414277.8,143132.5,414360.9,"Micro UZI",1707,"Sub Machine Gun","Normal","Normal",143.426706020896
"12537987",346618.4,306032.5,346629.2,305197.7,"UMP9",641,"Sub Machine Gun","Normal","Normal",834.8698581216
"3566571",468952.9,641509.3,468859.9,641160.9,"AKM",178,"Rifle","Elevated","Elevated",360.598890735976
"23843349",465388.3,649884.8,465172.9,650231.1,"M416",104,"Rifle","Elevated","Elevated",407.824533347292
"4845942",421565.1,240748.2,421791.8,241400.9,"AKM",1417,"Rifle","Normal","Normal",690.948753526615
"32955645",571347.5,379361.6,571814.4,379226.8,"M416",190,"Rifle","Normal","Normal",485.969803588678
"31684983",547457.1,422414.9,541342.6,417517.4,"Kar98k",1349,"Sniper","Normal","Normal",7834.06768543647
"14276860",389043.7,277979.9,389162.2,278017.2,"M249",1457,"Machine Gun","Normal","Normal",124.23179947179
"29478793",425627.9,416795.3,424092.6,416852.6,"M16A4",1506,"Rifle","Normal","Normal",1536.36889450423
"35757950",296028.1,444891.9,296969.8,444663.3,"SCAR-L",1641,"Rifle","Normal","Normal",969.049456942234
"14040555",609532.8,615868.4,608157,616480.3,"S12K",522,"Shotgun","Elevated","Elevated",1505.73810803876
"28610462",366663.5,415367.8,366688.4,415541.1,"UMP9",430,"Sub Machine Gun","Normal","Normal",175.079696138636
"24756776",389363.6,278573,389305,278504.7,"S686",136,"Shotgun","Normal","Normal",89.9936108843049
"34882553",684862.3,461229.6,684642.8,461934.5,"Mini 14",142,"Rifle","Normal","Normal",738.284674092611
"2834893",334516.8,219079.5,334858.1,219130.8,"S1897",144,"Shotgun","Normal","Normal",345.133858089859
"22374044",444883.3,627885.5,444581.1,627771.3,"UMP9",309,"Sub Machine Gun","Normal","Normal",323.058013366015
"12553950",532521.4,232594.6,534045.5,232604.1,"AKM",344,"Rifle","Normal","Normal",1524.12960734969
"8518642",547961.4,237974.9,548777.7,237363.8,"P1911",100,"Pistol","Normal","Normal",1019.70039717551
"15643455",438345.9,624210.2,438352.6,619882.1,"SCAR-L",135,"Rifle","Normal","Normal",4328.1051858752
"6612574",124965.2,290284.7,124713.8,290296.2,"S1897",402,"Shotgun","Normal","Normal",251.662889596375
"17955646",423113.6,324823.7,420634.8,324654.5,"M16A4",221,"Rifle","Normal","Normal",2484.56798659243
"15296407",470242,639190,470235.5,639390.1,"S1897",189,"Shotgun","Elevated","Elevated",200.205544378748
"26249564",482834.8,620221.4,483249.7,625541.8,"Kar98k",312,"Sniper","Elevated","Elevated",5336.55302325389
"23103293",451300.3,620884.9,451142.6,621070.6,"S1897",156,"Shotgun","Normal","Normal",243.626312207829
"7006856",291209.8,183676.6,289208.9,184221.8,"M416",1020,"Rifle","Normal","Normal",2073.84759565399
"19123959",359713.8,404159.9,359200.1,403133.6,"AKM",393,"Rifle","Normal","Normal",1147.68435556128
"17371704",371687.8,589608.4,366355.1,585854.8,"M416",1041,"Rifle","Normal","Normal",6521.28838880784
"2551296",435851.5,638937.6,435973.2,639639.9,"M16A4",170,"Rifle","Normal","Normal",712.766567678415
"19758226",210925.7,284402.9,210137.9,284730,"S12K",262,"Shotgun","Normal","Normal",853.008352831326
"19221353",209046.2,284986.2,216298.5,282661.2,"UMP9",338,"Sub Machine Gun","Normal","Normal",7615.87029104355
"19163185",337977.3,388610.9,332553,386870,"Grenade",949,"Explosives","Normal","Normal",5696.82045530662
"23591075",447569.6,629319.6,446907.3,629191.9,"S12K",551,"Shotgun","Normal","Normal",674.498762044804
"16030719",352233.7,394529.8,362258.7,399649.8,"M16A4",1648,"Rifle","Normal","Normal",11256.7768477482
"37367756",382030.7,130358.5,379420.1,139183.9,"Mini 14",985,"Rifle","Normal","Normal",9203.41879520866
"11458843",524028.6,243255.5,524217.1,245477.5,"SCAR-L",1101,"Rifle","Normal","Normal",2229.98122189403
"20770713",295064.3,445620.5,295037.9,446030.6,"AKM",663,"Rifle","Normal","Normal",410.948865432159
"1448732",313237.9,407368.9,305996.2,390794.6,"AKM",1377,"Rifle","Normal","Normal",18087.2783850971
"8844659",621533.3,297588.8,621351.8,297967.4,"UMP9",132,"Sub Machine Gun","Normal","Normal",419.857368638478
"17405354",687138.6,462044.8,686932.7,462022,"Machete",192,"Melee","Normal","Normal",207.158514186622
"22711765",629684.6,306494.1,629646.3,306424.4,"S1897",229,"Shotgun","Normal","Normal",79.5297428638378
"26717052",368074.6,588925.1,367073.4,584291.4,"AKM",1142,"Rifle","Normal","Normal",4740.63045701724
"38629434",493535.3,306897.2,499520.7,302765.1,"M24",1824,"Sniper","Normal","Normal",7273.18799220813
"8797043",609609.2,601352.9,609837.5,604673.5,"AKM",176,"Rifle","Elevated","Elevated",3328.43886078742
"2520354",217020.5,473258.5,217650.2,472994.8,"M416",978,"Rifle","Elevated","Elevated",682.685710997396
"35751235",444906,623729.1,448548.9,620870.6,"Kar98k",460,"Sniper","Normal","Normal",4630.52293591125
"19628237",403532.5,382716.7,403861.3,382722.5,"M416",1578,"Rifle","Normal","Normal",328.851151738887
"19531846",171278.8,285357.7,170695.5,284805.2,"S686",157,"Shotgun","Normal","Normal",803.427121772713
"32686412",625098.1,378383,625019.1,378284.1,"M416",202,"Rifle","Normal","Normal",126.578868694599
"30824750",485370.4,141408.5,576736.6,122529.6,"AKM",314,"Rifle","Normal","Normal",93296.2773515106
"6412389",365653.2,339268.9,366154.6,342791,"M416",1336,"Rifle","Normal","Normal",3557.61020489876
"34681403",708846.7,345588.2,708801.8,345767.8,"SCAR-L",171,"Rifle","Normal","Normal",185.127442590188
"7558041",201414.8,238291.2,201644.6,237974.3,"M16A4",353,"Rifle","Normal","Normal",391.450699322434
"23938231",552635.3,130597.9,552767.1,130827.3,"P1911",109,"Pistol","Normal","Normal",264.566815757354
"23880555",260445.2,534059.4,281666.6,528162.4,"SCAR-L",1644,"Rifle","Elevated","Normal",22025.494931102
"10932474",161745.5,290830.5,161343.7,291464,"S686",217,"Shotgun","Normal","Normal",750.176972453827
"24380336",550789.8,230719.3,550700.1,231236.8,"SCAR-L",800,"Rifle","Normal","Normal",525.216469658
"38221410",616715.6,617301.7,609528.2,620338.4,"P92",222,"Pistol","Elevated","Elevated",7802.58070448494
"25640269",125250,347487,124492.1,345730.3,"SCAR-L",1677,"Rifle","Normal","Normal",1913.2190935698
"25588119",446638.3,393949.9,444304.3,393829.4,"AKM",1216,"Rifle","Normal","Normal",2337.10852336814
"35844526",166877.6,284938.1,166877.6,284938.1,"Motorbike (SideCar)",702,"Vehicles","Normal","Normal",0
"16818095",389893.1,670265.1,389894,668293.7,"SCAR-L",1762,"Rifle","Normal","Normal",1971.40020543777
"17267704",381441,477694.3,381857.8,477747,"M416",407,"Rifle","Normal","Normal",420.118471386336
"29767954",316667.8,357254.9,316511,356927.9,"S12K",268,"Shotgun","Normal","Normal",362.650299875784
"9865218",279996.9,558074,280165.8,558363.7,"Kar98k",841,"Sniper","Normal","Normal",335.340573149092
"34409470",361940.3,240863.4,363788.4,228452.1,"M16A4",851,"Rifle","Normal","Normal",12548.1409499575
"11060063",549300.8,245551.7,542872.1,242122.7,"AKM",422,"Rifle","Normal","Normal",7286.02941868895
"22204865",599491.4,480813.4,595681.2,479495.5,"UMP9",404,"Sub Machine Gun","Normal","Normal",4031.68506334518
"13636123",440088.3,640669.9,440592,640605.3,"UMP9",464,"Sub Machine Gun","Normal","Normal",507.825609830785
"25369764",675139.3,177855.8,674678.1,178401.9,"AKM",1375,"Rifle","Normal","Normal",714.794131201475
"29086549",327223.6,544260.7,326221.3,544709.3,"M16A4",760,"Rifle","Normal","Normal",1098.11076399426
"27674310",438931.5,395429.7,439091.9,395156.5,"UMP9",1534,"Sub Machine Gun","Normal","Normal",316.806565588553
"20869096",426781.7,643133.1,426876.3,643167.8,"Punch",127,"Melee","Normal","Normal",100.763336586282
"23996495",157021.3,284800,159546.1,283183.7,"Mini 14",491,"Rifle","Normal","Normal",2997.83934359399
"30959707",486881.1,185635.4,516517,172483.4,"M16A4",1285,"Rifle","Normal","Normal",32423.1656815
"10227501",553159.7,364628.4,550557.9,364556.1,"M16A4",318,"Rifle","Normal","Normal",2602.80435876376
"11553768",360959.2,399321.8,361105.8,399750.3,"SCAR-L",790,"Rifle","Normal","Normal",452.883881364741
"15978317",468968.1,641786.9,468902,641289.3,"S1897",238,"Shotgun","Elevated","Elevated",501.971084824588
"26830788",341045.6,167679,339434.9,167827.2,"M16A4",107,"Rifle","Normal","Normal",1617.50354868231
"22299618",161365.8,418441.8,161217,418202,"S686",135,"Shotgun","Normal","Normal",282.215307876789
"35751464",424889.1,641486.8,437583.6,640287.9,"Mini 14",142,"Rifle","Normal","Normal",12750.9878621227
"2104945",419156.8,324382.9,419262.1,324183.8,"S1897",144,"Shotgun","Normal","Normal",225.230770544372
"35398318",467606.9,92236.27,465018.8,90697.91,"M16A4",914,"Rifle","Normal","Normal",3010.78280511899
"23997009",440430.8,638091.7,440832.7,638174.8,"Punch",127,"Melee","Normal","Normal",410.401291421012
"12984642",187366,214138.7,188103,212697.7,"UMP9",283,"Sub Machine Gun","Normal","Normal",1618.53328665184
"3727632",301145.3,506672.7,300938.1,511240.9,"M16A4",894,"Rifle","Normal","Normal",4572.8965743826
"11817791",547445.5,249470.2,547306.3,249333.5,"Vector",776,"Sub Machine Gun","Normal","Normal",195.098769857706
"662009",433626.6,631875.5,430879.6,628332.8,"SCAR-L",455,"Rifle","Normal","Normal",4482.93790833641
"4477095",544648.2,226738.9,544170.4,226380.2,"S1897",217,"Shotgun","Normal","Normal",597.460065611017
"2119302",375586.6,441657.2,353570.7,448984.7,"Kar98k",1648,"Sniper","Normal","Normal",23203.2779809233
"26767053",241124,465919.9,244621.5,467079.1,"M416",1153,"Rifle","Elevated","Elevated",3684.59643516083
"13735518",174592,379245.1,195760.6,355459.3,"AKM",1562,"Rifle","Normal","Normal",31841.3867097524
"22000315",197179,126006.3,203041.6,112531.7,"SCAR-L",1640,"Rifle","Normal","Normal",14694.7243567207
"17255820",421053.6,573216.6,421342.4,574546,"AKM",1453,"Rifle","Normal","Normal",1360.40795351986
"35397091",232728.1,323729.9,234280.2,323104.7,"SCAR-L",1765,"Rifle","Normal","Normal",1673.28701961141
"3583863",583850.8,189112.2,583285.8,187569.5,"M416",1427,"Rifle","Normal","Normal",1642.90848497414
